2409	1,351,672,824,926,947,1061,1120,1348,1350,1351,1352,1356,1357,1381,1393,1441,1648,1864,2041,2406,2456,2518,2547,2752,2762,2770,2849,3590,3620,4439,4454,4583,4729,4994,5269,5534,5536,5641,5708,6451,6456,6487,6496,6553,6555,6678,6892,6960,6975,6995,7001,7064,7184,7359,7471,7713,7720,8273,8457,8685,9129,9182,9801,9820,9858,10099,10208,10292,10406,10653,10663,10813,11079,11081,11084,11095,11737,12093,12127,12314,12351,12582,12635,12697,12714,12883,12885,13821,13979,15490,15514,15817,16203,16347,17021,17127,17551,17634,17636
8715	1,339,351,1359,1394,1913,1943,2207,3307,4124,4484,4521,5641,6893,7521,8504,8667,9281,9370,9384,9850,11387,13896,14075,15495,16922,17135,17647,17894,19427,22951,23510,23608,23725,24556,27473,30214,30358,32370,32505,32631,33041,33204,33554,33569,33576,34188,34204,34223,34227,34229,34250,34263,34304,34348,34407,34463,34464,34471,34472,34476,34522,34530,34586,34612,34631,34634,34683,34701,34703,34727,34762,35444,35459,35466,35775,36384,38725,39077,39485,40213,40245,40958,41115,41397,41470,41847,43136,43897,45162,45743,48226,49574,49869
8932	1,351,629,1359,1782,1943,2107,3230,4521,6783,7850,8136,8930,19388,19909,23510,23692,24106,27473,30325,31231,31396,32494,33383,33554,34174,34229,34250,34280,34290,34407,34413,34472,34530,34683,34703,43897,43903,49869,9281,9291,9850,11387,11393,11399,11402,11411,13182,14014,14047,14075,16027,17647,18338,19427,19431,22357,22756,23507,23608,23725,29767,29827,30214,33378,34157,34159,34164,34183,34189,34207,34223,34227,34257,34263,34297,34299,34304,34305,34320,34335,34387,34390,34392,34402,34405,34415,34420,34432,34466,34475,34476,34485,34488,34522,34537,34543,34566,34573,34586
10623	1,2249,4376,5745,6646,9943,10605,11721,11772,12468,12990,14454,16838,17284,19137,19533,23478,23804,27019,29399,30214,36354,38486,40185,40709,40830,40898,41106,41702,41990,45418,48444
12347	1,2324,2659,2680,2704,3250,4841,5026,5524,9174,12342,16959,29783,34009,35622,49898,49911,49974,17881,25166,25199,28845,29504,29753,29808,43175,43186,43189,43285,43287,43602,49848
12846	1,20,161,6622,7489,9659,9975,10801,10814,11192,12706,12837,12844,12852,13097,14318,17349,20513,22707,22846,29868,30782,33362,38705,44887,45423,22075
13840	1,1230,6026,9284,13792,13893,20567,22939,29481,31183,31997,34202,34290,35444,45060,45132,47425,19352,21856,21964,30641,34147,34178,34237,34266,34332,34417,34449,34560,34586,34595,45616
13845	1,135,13792,18861,19920,20299,23512,35613,35661
14005	1,106,629,2105,2795,3298,3575,4210,5490,7713,8682,9163,9284,9472,9773,11377,11383,11387,11389,11393,11402,12330,13076,13182,13819,13889,14060,14066,15279,15314,19430,19432,20070,21243,22756,23525,23595,23599,23615,23684,23690,24963,25140,27564,27609,29720,29745,32534,32539,33060,34154,34159,34168,34200,34201,34212,34218,34245,34250,34272,34277,34280,34288,34292,34297,34299,34321,34326,34329,34332,34375,34392,34397,34406,34413,34419,34430,34471,34476,34486,34511,34514,34521,34526,34529,34530,34531,34534,34536,34557,34568,34595,34618,34628,34637,34642,34687,34690,34694,34696
20075	1,9194,15356,16894,17740,19996,20074,19550,21556,23550,25199,25228,32717,32968,34185,34365,35606,35613,35616,35621,35678,35692,42051,44305,35630,35633,35831
21556	1,956,1031,1688,1863,2496,2659,2684,2689,3734,9696,9998,15175,15356,16876,19920,20075,21553,21562,25184,25188,25225,25228,25234,29464,29514,35621,35630,39033,41012,49546,23690,24426,27549,27553,27679,32210,32968,35606,35613,35633,35678,35685,42278,43447,49985
22939	1,5,20,1404,4389,9891,12449,13840,13996,16899,8686,25064,25184,30257,32310,33566,33621,34010,43384,48538,23685,33631
23520	1,8816,10759,10842,11399,13801,13877,14060,14191,14247,17633,18645,19063,19138,19535,19664,21139,23507,23509,23517,1110,3734,10027,14064,14130,23523,23568,24714,29546,32210,32532,32968,33750,34251,34277,34538,35549,35565,35570,35614,35617,35621,35633,38011,41433,42054,43210,45887,49942,23650,24615,27536,29720,30235,33374,34152,34365,34389,34399,45180,49593
28193	1,20,134,12706,14246,16456,17046,26025,26110,28189,2697,17048,33595,43262
29724	1,20,4817,15356,16892,16896,16942,17021,18578,19920,29260,29719,18147,29749,29750,29760,33466,41499,43435,44260,44276,44846,29728,32618,40306,44256,44286
29791	1,20,11402
29826	1
30691	1,20,52,1357,1885,2786,2802,3094,6026,6215,9804,11377,13246,13995,19217,19356,21205,22935,23173,24788,24819,25191,25952,27312,28728,29827,34886,40431,41184,43140,33866,34466,36403,39012,43594,44431
31232	1,20,120,161,166,442,1602,1923,1968,3481,6186,6200,6214,7522,11707,15246,18065,18276,18980,26872,27479,29767,29817,30257,15750,31223,31236,31264,33051,39785,43148,43162,44669,44887,49985,34272,34536,34606,35585,41807,42075,43210,43401,43406,43425,43592,49751
31435	1,7476,8725,13793,13811,13832,13993,13998,14002,14027,14039,14128,14138,14150,14152,14167,14182,14191,14195,14203,14205,14207,14209,14231,14234,14237,14244,17441,18321,23659,23660,23679,23682,24522,24761,13805,13831,13841,13886,13889,13898,13899,13902,13921,13960,13981,13983,14064,14078,14130,14188,14213,14219,14227,14230,17747,23592,23661,25208,29896,32824,34352,34356,34360,34979,35582,35758,35823,44891,45131,46642
32317	1,34,452,1020,4454,7516,7766,9718,9803,11093,11107,14204,14455,17634,17941,19093,22611,22934,23577,23648,27551,27595,27597,31146,32030,32188,32298,27653,28642,32364,32489,32532,32586,33194,33443,34229,35685,32535,32561,33196,33271,33439,33529,33764,33785,33797,34458,34930,35192,35450,35568,35635,35751,35759,35825,36384,38137,38776,39046,40484,41407,41828,49469,49581
32489	1,18553,23648,32188,32317,32488,32510,32534,32547,33758,33777,33779,41407,42050,33785,34930,44899,48226
34394	1,20,1052,9779,13896,13930,13967,14095,14125,14157,14174,14179,14203,14205,14207,14218,14227,14232,14244,17880,18281,19451,23512,23519,23551,23553,23564,23611,23617,23633,23649,23659,23669,23672,32476,32477,32485,32502,32513,34385,13805,13827,13882,13901,13937,14128,14134,14159,14209,19437,23592,34319,34915,34978,35591,35601,41423,41457,41631,43914,45161,49710,49736
35589	1,20,2165,2558,13661,19966,23512,27738,32379,34149,34913,34960,13,128,38737,39030,41523,42070
35605	1,2657,5178,9194,9869,13661,13837,14181,15175,15356,16871,16918,17977,19920,21841,23568,25138,25199,25213,25228,28868,29750,32071,32968,34185,34227,34348,35562,35570,35613,35621,35630,35678,35692,41553,43447,35606,35633,35829,36765,38128,39033,41670,42054,42057,43186,43210,49917
35606	1,7755,7783,9194,13661,14740,15356,20075,25196,25205,29792,34337,1667,15175,21556,35605,35613,35621,36785,38625,43215,43377,43447,46234,49226,49734
35613	1,234,971,1137,1230,1814,2657,2659,3789,7192,7521,8685,8721,9912,10027,12156,13845,13870,14070,14181,15175,15356,15358,15710,16862,16959,17636,18276,18924,18994,19919,20075,20205,20245,21804,22925,22983,23305,23517,23563,23690,24147,24426,25138,25196,25213,25222,25224,25228,25263,27549,27609,29497,29758,30235,32171,32717,33005,33051,33072,33207,34187,34453,35560,35603,35605,35606,4401,16894,19443,21556,32631,35621,35622,35633,35661,35678,38737,40812,41000,41438,41514,42051,43140,43393,43425,43432,45129,45195,46261,49192,49226,35630,36467,37664,38014,40383,40827,41435,41680
35633	1,5,184,1084,2641,2657,3450,7812,8675,9194,9715,15175,15401,16862,16868,16878,16896,16899,16901,17740,19920,23520,23550,24682,25177,25199,25228,27550,27615,29750,29751,30235,32491,32499,32968,33207,34185,34365,34406,34418,34460,34469,34511,35562,35570,35613,35630,1031,16894,19935,20075,21556,27603,27653,32725,33466,34009,35605,35621,35678,35685,35692,40204,40949,41433,41553,42051,42054,42061,43186,43377,43435,44804,45129,49226,49550
35648	1,7296,13147,24851,42150
35678	1,97,1031,1234,3301,3734,4525,7521,8685,9194,10035,11699,12050,12351,13870,14065,14112,14181,14581,15175,15314,15356,16862,16865,18276,18585,18924,18994,19919,20003,20075,20205,20245,21804,23517,23586,23690,24426,24475,25222,25228,25257,27549,27609,27847,28898,29438,29844,29873,32717,32968,33005,33051,34156,34165,34173,34187,34460,34485,34734,35439,35605,35613,35614,35621,35630,35633,35661,13808,16891,16894,19443,21556,23550,23604,27736,35706,40243,42051,43388,43432,43543,45129,45179,48207,49192,49226,49917,35746,35793,36840,37664,38759,40739,41435,41438,41553,43200,43304,43593
38737	1,3,12,41,82,961,1353,2141,2276,2561,2565,3565,5475,5933,8136,9777,9780,9796,9803,9998,10498,11417,12584,12624,12637,12650,13812,14271,15175,15302,16166,18284,18614,19106,20219,20500,21429,23547,23586,23604,24906,25186,25195,25200,25210,25215,25246,27536,27549,27553,27571,27577,27584,27585,27586,27590,27597,27620,27641,27667,27679,28724,29331,32042,32627,33378,33451,33591,33632,34378,34407,34413,35179,35546,35589,35613,35654,35688,35698,35773,38734,2915,12627,13818,27617,38744,38750,38781,38795,38824,38825,40204,41848,44892,47441,43407,43593,49985
43447	1,129,2641,2659,5231,7516,8670,8722,9194,13870,15356,16862,16874,16880,16894,16899,16905,17740,18583,20074,23550,25166,25199,25228,25253,27549,35585,35605,35606,35630,35692,39095,43200,43435,2036,8565,16886,16923,16924,21556,29438,42051
44846	1,5,3376,3377,5532,6900,7744,11261,12669,16894,16922,18289,20562,29724,32028,40831,41407,43265,44815,1667,19474,44887,49233,44858
44887	1,20,161,166,10301,12846,14209,17478,23447,23465,26215,26765,29775,29868,31232,32508,35449,43145,43162,43210,44815,44846,44858,45076
49226	1,1031,1084,3205,3231,6536,7192,11571,13866,14181,15314,18925,19012,19437,23202,23523,23568,25178,25199,25222,25224,25234,25239,25532,27536,29727,29799,29896,30325,32636,32717,34164,34178,34191,34471,34539,34601,35207,35570,35606,35613,35621,35630,35633,35661,35678,35692,35701,35719,35793,35827,37643,40949,41418,41553,41680,41810,42054,43186,43282,43432,44305,44589,45195,45868,46540,46797,47566,49187
49985	1,1034,1923,7522,9850,12611,13722,13796,17106,18998,19138,23512,23690,25228,27536,27555,29737,31232,32502,34353,34406,34517,34568,35562,35621,35630,35659,41433,41943,42003,43384,44854,49546,49707,49917,2407,2640,14112,16881,17290,21556,25171,26440,29431,29723,30313,33072,34160,35565,35687,38570,38737,41423,41442,41534
117	2,95,112,130,135,3233,11165,13801,13832,14027,19032,19063,19091,19114,19992,20458,22312,23519,23597,24568,24611,41087,41440,42704,43149,45161,13792,14165,34218,34226,34299,34464,35834
1220	2,168,366,367,371,394,529,660,918,1085,1088,1113,1156,1615,1657,1694,1807,1939,1977,1986,2139,2411,2430,2626,2656,2686,2905,3879,3926,3931,3938,3960,4049,4074,4166,4173,4222,4782,4875,5114,5153,5158,5165,5197,6038,6103,6212,6338,6634,6671,6893,6996,7269,7272,7299,7769,7783,7786,8069,8334,8446,8492,8592,8685,8815,8999,9154,9448,9542,9892,10023,10058,10862,10924,10986,11551,12422,12447,12465,12536,12689,12714,12749,12766,12973,13810,13837,13847,14018,14052,14444,14514,14598,14665,15145,15192,15348,15359,15508,16032
2755	2,2747,2748,2749,2757,2758,2765,2781,35595,49927,4994
12453	2,1250,1355,1371,1379,1380,1381,1384,1390,1392,1393,1396,1399,1405,1410,1415,1416,1422,1435,1484,1485,1486,2242,6169,6515,6918,6935,6956,8388,9796,11120,12450,1431,7012,12468,13176,15594,18309,21271,22648,23761,23780,23810,25279,26901,26975,29305,29575,35861,39492,44892,20619,26909,26910,32456,38038,47654
24539	2,24510,24733,27909
24714	2,2037,23520,24541,4516,7266,17200
41456	2,2644,2857,3886,4717,13616,14052,19509,22488,25186,25834,29771,32294,32310,33079,34822,35571,40925,38011,42055,43215,43342,49584,43482,48207
45046	2,1758,6923,6951,45009,47741
49927	2,128,2755,12628,16875,24642,26954,41087,41766,49896,49899,49900,49902,49916,6152,49938,49970,49987,49988,49928,49931,49940,49951,49958,49959,49961,49986
55	3,12,0
1532	3,12,41,1489,1513,1514,1515,1521,1488,7251,17643,17678
12636	3,2598,3622,5479,6027,12107,12618,12631,41,1342,2915,3394,6978,9780,9798,12641,12645,12649,12663,12670,12678,15294,18086,21429,27635,29326,29693,31183,32395,32627,35617,35851,36395,40062,40421,41021,42230,44619,17108,21199,32204,35185,41813
13185	3,2413,6685,13183,17847,29428,30724,31950,38691,40812,41436,49560
27552	3,207,1762,6507,7723,7785,7850,8668,8685,8816,9998,10051,10099,17634,19110,23536,24786,25224,25256,27536,27542,27549,27553,27554,27555,27561,27565,27570,27571,27574,27577,27578,27583,27584,27585,27586,27588,27590,27601,27611,27617,27626,27667,27671,27679,29307,29315,30220,31313,32302,33177,35179,35195,35451,38992,40363,40742,40802,41444,49546,34751,37034,37215,37274,37402,37416,37465,37466,37580,37597,37675,37701,37734,37735,37822,38988,43906,45019
72	4,8,0,125,8136
80	4,15,0,125
15326	4,1245,5160,9462,12324,15277,15304,19555,20927,29693,38745,40528,40534,40644,49295
19068	4,12562,19009,19204,40801
19079	4,14,3257,11879,19009,19022,19030,19032,19033,19041,19058,19082,19088,19105,19121,19127,19219,42697,42736,42742,19212,30076
24596	4,6928,10849,14043,6899,10652,24510,38375
42697	4,14,2908,6152,6158,6902,8768,11214,12333,13117,13156,17438,18523,19032,19058,19079,19113,20441,23207,23297,27888,29622,29884,42692,39169,42713,42718,42719,42736,42742,46263,42717,42732,42748,42750,42760
46126	4,1680,4113,11005,16187,22510,32193,33374,40359,45382,46039,46062,46112,46163
2022	5,1173,2017,439,1689,3883,10315,13867,14064,17636,18414,19038,22312,22506,22548,23573,34161,41457,41475,41517,41539,41632,41751,43030,45235
23527	5,2905,13166,14173,19041,19358,21167,23507,23512,23523,23634,24773,31179,34140,34202,40448,46263,49600,35507,42070,45161,49710,49736
30257	5,204,22939,30251,1,7279,18127,29248,31232,47425
32503	5,223,242,4411,6710,9472,13204,16176,18924,19513,23688,27544,27549,32132,32188,32373,32488,32565,32579,35207,35635,35657,38125,38173,42056,45045
41457	5,1457,2022,5925,13616,15278,19992,23512,23513,23523,23525,29720,33013,34161,34164,34394,34461,34466,34510,49917,49992
43262	5,138,6122,15812,16869,17018,28193,17048
49574	5,20,1782,1937,16871,24106,40633,1667,8715,47441,49612
98	6,95,5937,7468,7985,11841,20003,29784,32198,35679,35740,41765,43140,44279,44505,49909,575,2831,3781,5933,7989,13421,19662,20562,23173,23318,24609,28381,44431,48141
2203	6,2118,2123,2273,27381,28380
3238	6,74,2063,2281,3232,3253,11851,13138,18320,25998,31024,32667,40414,41098,41784,42897,45078,5102,5521,6783,7644,7675,8812,10489,10500,14397,14399,16007,20845,21914,25747,25836,25885,25905,30866,30930,42785,45880,48662
5040	6,31,1841,1890,2233,3237,3281,4725,5033,12580,13280,15294,25168,27383,27388,29521,34875,41684,5090,8018,8760,12651,18297,20565,20590,20599,23366,25166,44452,45071
8795	6,5009,8766,12577,17868,17869,17870,17871,17872,17873,17874,17875,17876,17877,17878,17879,17880,17881,17882,17883,17884,17885,17886,17887,17888,17889
9843	6,9451,9770,9874,15289,18614,18634,18861,20521,32203,35738,35847,38134,40509,43111,48964
9847	6,2149,5588,9770,9777,9784,9814,9836,8025,9854,9858,12634,12637,13285,14437,17039,17493,18305,18320,18336,18338,18440,18449,18576,18581,18604,18609,18614,18623,20444,20462,20492,20506,20523,20619,24387,30245,30423,30782,32627,35699,35861,38837,40782,44372,44564,48964
15294	6,3403,5040,9784,12636,12637,15277,18002,18296,18310,18332,18581,35684,35698,37981,38800,19343
17874	6,575,8786,8795,17059,20554,20825,22575,28332,42858,17888
18286	6,1913,6782,9784,9794,9841,12620,18299,18331,24900,30971,32366,43105
18311	6,2242,3875,8933,8935,9834,9841,13696,15715,18276,18287,18294,18299,9782,11860,18324,18335,18348,18359,18363,18646,20518,24900,29611,30153,30209,35684,40301,41786,18321
18320	6,3238,9822,9841,9847,18279,18556,18581,18587,19539,20525,20542,20553,24140
20553	6,3010,9463,18306,18320,18886,20456,24173,40414,41782,41791,41801,42019,43213
35699	6,9777,9847,12603,18312,38800
35776	6,5998,7263,9657,9780,9814,12667,20504,24680,30141,35612,35698,35702,35752,41970,46388,38300
38736	6,478,13143,18329,25203,27654,29326,38734,18296
38750	6,478,4364,4673,13885,15301,18277,38734,38737,38739,38746,38828,46220,42970
38800	6,9832,12107,12468,12645,12653,12667,15294,18581,23562,34977,38734,35699,42224,42227
31993	7,3237,18418,31949
40218	7,12343,20495,32505,35446,40199,40201,40202,40203,25048,43692,44823,49924
40433	7,16539,40423,40434
85	8,83,0,12,24,28,34211
24777	8,4481,7458,8287,42719,46239,30286,42394,46241,46248,49858
6085	9,82,4364,6021,6042,6045,8804,10506,19909,23036,25153,29752,43265
18972	9,2273,7192,9386,11077,11315,13092,18971,20280,21078,23252,43531
19269	9,3796,4364,6019,6222,7755,9778,18578,19254,19263,19271,19273,19278,19279,19281,19300,19314,19444,22947,23512,23569,27101,29546,31179,33264,33900,33909,34174,34286,39038,42073,42704,43126,19284,23696,33028,34234
6027	10,11,6021,12636,24019,31313,32175,34929,37829,32069,32109,32476,39098,48207,49707
13793	10,97,120,180,181,182,442,623,2062,3230,3298,3574,3575,3576,5143,5490,6783,7506,8434,8761,8862,9163,11377,11381,11387,11399,11401,11419,13182,13792,12633,13863,13876,14047,15174,15180,19427,19428,19429,21239,21866,22343,22355,22357,22756,23507,23517,23690,24822,25200,29127,29379,29871,31435,32534,32539,34145,34159,34169,34176,34183,34200,34207,34218,34248,34249,34250,34258,34267,34281,34297,34299,34313,34326,34330,34334,34365,34397,34400,34401,34413,34419,34430,34440,34441,34450,34460,34462,34463,34464,34466,34499,34501,34502,34504,34505,34514,34517,34518,34519
23557	10,10041,11399,36674,39242,39243,41367,41920,44204,34245,34332,34511,34592,34604,34642,34644,36838,37125,37172,37188,37356,37580,37597,37675,37701,37734,37735,37822,38487,38559,38571,38576,39233,39273,39343,40748,41046,41239,43210
29581	10,29572,29586,35477
35477	10,16,9822,13081,19444,24065,27615,29581,29586,35435,48745
35617	10,1080,2416,9194,12636,16876,16879,16901,19352,23520,23697,23698,24238,24521,25097,25200,29750,32046,32055,32091,32158,32250,34009,34235,34471,3734,25186,25195,27736,34017,35585,38827,41419,41447,41450,43425,45195,47425,49734,49947
1754	11,963,1741,952,1755,2682,6998,7717,7755,15088,16862,20026,20199,22947,25196,27595,28983,29574,30065,32007,33017,33420,33767,34287,34463,34471,40455,40513,41417,41436,41523,42052,43125,44272,47174,47763,48509,15648
7789	11,638,1350,2633,3657,5178,5266,5269,5279,6019,7703,7712,5274,7827,8330,8380,9157,9618,9648,10782,11102,11117,11141,11146,12410,12666,13367,15811,16520,16907,17748,17771,18266,18506,19487,22982,26559,28348,30214,31366,32059,32072,32198,33307,33721,33739,38790,45433,47748,49569,49605,49665,8377,23696
11142	11,131,5370,6194,6468,6477,6515,6603,6939,6993,7293,7797,7831,8212,8543,8773,9154,9892,10805,10924,11092,40757,12272,14452,14455,14457,14514,16490,16810,17255,17576,17583,17910,17951,19509,20506,23726,23733,24226,24317,24323,24411,24456,24541,24679,28672,28722,28776,30693,30952,32147,32751,33310,33325,33347,35326,35563,35754,38755,38776,39169,39529,40636,40641,40642,40664,40771,40870,40996,41002,41112,41276,41295,41704,43648,44787,45404,45427,45565,45588,45594,45595,45686,48086
12633	11,110,168,242,638,1638,2295,2671,2707,3948,5784,6101,6653,6893,7717,7718,7723,7728,7730,7784,7801,7839,7849,8222,8685,8717,8729,8773,9109,9154,9784,9912,10276,10782,11488,12132,12151,12418,12421,12618,7970,12666,33192,33194,33272,13789,13793,14277,14440,14577,15156,16380,16869,16873,16883,16948,17106,17123,17150,17288,18581,18587,19024,20003,20066,20612,21785,22921,22928,22981,23071,23517,23586,23687,23830,24337,25153,25202,25205,25228,27544,27587,27618,28705,28867,28868,29438,29799,29814,30214,30305,31153,32004,32030,32050,32064,32067,32072,32128,32158
17898	11,987,1234,4483,7796,7849,9453,15817,17890,1797,23632,23055,24101,24902,27667,32010,32089,32504,32505,32631,33159,34932,35802,36687,36711,36780,37628,39740,41415,41902,42281
19049	11,106,1186,2165,7001,9850,10058,10632,11760,11860,14738,19009,19022,19038,1797,3734,13795,25193,30208,32042,33017,33026,33498,36933,38742,38761,44849,19920,22867,22969,24514,30223,32128,32188,35451,37231,37631,38992,40062,41409,43018,43593,45887
22486	11,1689,10027,10091,13847,13958,18163,22474,25186,29516,36683,36909,37026,42203,45022,25256,25995,34200,41645
26970	11,18295,26949,46041,29813,35557,39036
27554	11,7785,10253,27537,27552,5944,23508,27573,27574,27585,27589,27617,27620,27659,27661,27663,32022,33177,27668
27585	11,1528,2764,6893,7785,9998,10253,25256,27550,27551,27552,27554,27555,27564,27570,27571,27573,27574,27583,27584,27587,27588,27589,27590,27600,27610,27617,27626,27638,27650,27652,27667,27675,27679,27682,32036,38737,27586,27597,27620,27630,27655,27661,30220,32096,35451,38125,40998
27591	11,7785,20219,24354,27560,27590
27679	11,12,2141,5773,5784,9998,13882,19365,25195,25205,25212,25215,27552,27555,27556,27564,27570,27573,27574,27583,27585,27588,27589,27590,27600,27620,27626,27636,27638,27655,27669,27670,27676,1031,1135,10018,13843,13996,18912,19443,21556,25186,27086,27613,27617,29722,32233,33192,34930,35685,37448,38074,38737,40363,40999,41433,41664,45018
29576	11,110,2752,2762,7854,10315,12638,17634,18289,23525,25257,26976,27051,27600,27662,29572,32072,32537,35574,35701,35801,40454,48511,34464
32631	11,1085,2684,19421,23574,24002,31890,32505,32626,8715,16621,17898,25195,33192,33264,45018,46505,35613
34906	11,17584,18841,32233,33785,10652,34921,34944,45581
41444	11,207,2141,13616,20441,23586,26976,27552,27566,27615,27667,33766,34964,38812,43121,44248,44823
1085	12,439,975,1078,1083,1094,1100,1101,1129,1220,1856,2646,10052,12649,13795,23305,24550,25058,25195,25224,29454,29464,29468,32631,34278,37026,38074,40749,40812,40814,3592,4210,13034,20473,24564,25199,25405,25421,26351,27549,29453,32171,33030,41501,43132,43231,43451,43647,43916,49843,49844,49921
7714	12,1809,2645,7712,7788,18963,23687,27086,27669,35195,35535,36682,39033,41063,44621,20943,32091,32128,41000,41007
29379	12,204,1099,1689,6101,6107,6114,7713,7830,12444,13793,13847,13858,15356,16710,19352,20561,22935,25146,25196,25200,25205,25257,25264,27622,27680,733,1664,1667,4125,13101,27260,29504,29858,30142,33805,34442,36687,36750,38992,41517,41632,41664,42048,43052,43179,45056,45403,30226,32396,37149,37303,37439,39130,39920,42074,42214,43278,49954
35195	12,1823,7299,7714,11192,11735,12592,16877,17740,18506,18925,20329,24673,27540,27552,27597,27635,33383,34589,35176,41475,38754,39100,39797,40307,40355,41000,43083,45645
43121	12,116,134,1489,1923,2438,3271,11239,12655,13789,13979,17634,18163,19016,19025,19138,22773,23305,23512,23523,23696,23697,23698,24713,26978,27555,27590,28297,29307,30209,32042,32058,32169,32326,33028,33547,33555,33762,34140,34406,34407,34949,35013,35582,38794,39131,40471,40957,41442,41444,41619,42253,17030,38764,48416,49546,49554,45161,49707,49888
12584	13,2180,2276,2572,4465,5498,6171,6172,6208,6683,11246,12561,12565,12566,12568,12569,12585,12586,12592,12600,12601,12605,12616,13834,16516,18591,23998,24066,29521,37978,38737,48821,40358,42019
32064	13,110,183,186,7755,13903,16519,25710,25746,29546,30305,32039,12633,18991,27653,44412,49913
89	16,18,38,0,12,28,9745,19044,23156,25701
12570	16,17,111,127,142,2591,6152,6157,6171,7475,11246,12566,12580,24377,29319,42414,42704,44575,22055,23061
19044	16,89,6152,12562,14031,16608,19009
29319	16,4481,9281,12519,12566,12570,29313,29329,34164
